1.278155511131567330e-150,8.385136115864002471e-139,7.138249961205462133e-128,8.103735739829769274e-118,1.263869772008377713e-108,2.796335978713526711e-100,9.083554886745074738e-93,4.491957878571774754e-86,3.511283746410273598e-80,4.507861694207300041e-75,9.872851065243978090e-71,3.825853932198493837e-67,2.712900309309849727e-64,3.624828536979423806e-62,9.343587636502567377e-61,4.723668084062107886e-60,4.723668084062106228e-60,9.343587636502567377e-61,3.624828536979423806e-62,2.712900309309849727e-64,3.825853932198491860e-67,9.872851065245100901e-71,4.507861694207298077e-75,3.511283746410273598e-80,4.491957878571774754e-86,9.083554886745074738e-93,2.796335978713843954e-100,1.263869772008378092e-108,8.103735739829769274e-118,7.138249961206275011e-128,8.385136115864002471e-139,1.278155511131567330e-150
8.385136115864002471e-139,4.269706985124598585e-127,2.798896411835544798e-116,2.430413080507604143e-106,2.885034801602703054e-97,4.845739780394846888e-89,1.195411976239989939e-81,4.507861694207299059e-75,2.710126384748385979e-69,2.712900309309541389e-64,4.723668084061702746e-60,1.492814089520655708e-56,8.909628231653543090e-54,1.040010359865496430e-51,2.442638615942609195e-50,1.177657958641537371e-49,1.177657958641537751e-49,2.442638615942609195e-50,1.040010359865570169e-51,8.909628231653543090e-54,1.492814089520655708e-56,4.723668084062106228e-60,2.712900309309541389e-64,2.710126384748385979e-69,4.507861694207300041e-75,1.195411976239989939e-81,4.845739780394846888e-89,2.885034801602702534e-97,2.430413080507604143e-106,2.798896411835544798e-116,4.269706985124596945e-127,8.385136115864002471e-139
7.138249961205462133e-128,2.798896411835544798e-116,1.398563097328157315e-105,9.173535845317371872e-96,8.164222283070960281e-87,1.022716735564425726e-78,1.877537879015897534e-71,5.278000526194213685e-65,2.381184168721467558e-59,1.811174691707520611e-54,2.442638615942818097e-50,6.139666098495041331e-47,3.015287970649086791e-44,3.018045132009055769e-42,6.373049992205694172e-41,2.909898655084948437e-40,2.909898655084948437e-40,6.373049992205694172e-41,3.018045132009055769e-42,3.015287970649086791e-44,6.139666098495043276e-47,2.442638615942817148e-50,1.811174691707520611e-54,2.381184168721467558e-59,5.278000526194213685e-65,1.877537879015897534e-71,1.022716735564425726e-78,8.164222283070960281e-87,9.173535845317371872e-96,1.398563097328316092e-105,2.798896411835544798e-116,7.138249961205462133e-128
8.103735739829769274e-118,2.430413080507604143e-106,9.173535845317371872e-96,4.491957878571774754e-86,2.953320610398988560e-77,2.710126384748385979e-69,3.624828536979423806e-62,7.413362969918169236e-56,2.442638615942818097e-50,1.371124112016694023e-45,1.389803225193261174e-41,2.697597641213725593e-38,1.061016772767911565e-35,8.901921774155303671e-34,1.662590881280681197e-32,7.127668600464396510e-32,7.127668600464396510e-32,1.662590881280681197e-32,8.901921774155307092e-34,1.061016772767911432e-35,2.697597641213725593e-38,1.389803225193261174e-41,1.371124112016694023e-45,2.442638615942818097e-50,7.413362969918169236e-56,3.624828536979423806e-62,2.710126384748617619e-69,2.953320610398989327e-77,4.491957878571774754e-86,9.173535845317371872e-96,2.430413080507604143e-106,8.103735739829769274e-118
1.263869772008378092e-108,2.885034801602703054e-97,8.164222283070960281e-87,2.953320610398989327e-77,1.414682246602495291e-68,9.343587636502567377e-61,8.909628231653543090e-54,1.291920184587665187e-47,3.018045132009055769e-42,1.209867876861768880e-37,8.901921774154799053e-34,1.288454806764539226e-30,3.927772223986314485e-28,2.686267861458681113e-26,4.347670358605691428e-25,1.731219268505405631e-24,1.731219268505405631e-24,4.347670358605690510e-25,2.686267861458682835e-26,3.927772223986314485e-28,1.288454806764539752e-30,8.901921774154799053e-34,1.209867876861768880e-37,3.018045132009055769e-42,1.291920184587665187e-47,8.909628231653543090e-54,9.343587636503631353e-61,1.414682246602495291e-68,2.953320610398989327e-77,8.164222283070960281e-87,2.885034801602702534e-97,1.263869772008378092e-108
2.796335978713526711e-100,4.845739780394846888e-89,1.022716735564425726e-78,2.710126384748385979e-69,9.343587636502567377e-61,4.368695240138453003e-53,2.906920922918561274e-46,2.909898655084948437e-40,4.668346094152067330e-35,1.288454806764539226e-30,6.610986433283849119e-27,6.845190245763766709e-24,1.553972706535182594e-21,8.367173875264776991e-20,1.143531135408800610e-18,4.171216410268015962e-18,4.171216410268017503e-18,1.143531135408800610e-18,8.367173875264776991e-20,1.553972706535182594e-21,6.845190245763766709e-24,6.610986433284038530e-27,1.288454806764539226e-30,4.668346094152066261e-35,2.909898655084948437e-40,2.906920922918767411e-46,4.368695240138453003e-53,9.343587636502567377e-61,2.710126384748385979e-69,1.022716735564425726e-78,4.845739780394846888e-89,2.796335978713526711e-100
9.083554886745074738e-93,1.195411976239989939e-81,1.877537879015897534e-71,3.624828536979422943e-62,8.909628231653540772e-54,2.906920922918561274e-46,1.322861000527668027e-39,8.901921774155303671e-34,9.484730867151185784e-29,1.731219268505405631e-24,5.916285517794714810e-21,4.171216410268017503e-18,6.713838410645780216e-16,2.723587263556695283e-14,3.039881663330726138e-13,9.975218163447474130e-13,9.975218163447474130e-13,3.039881663330725128e-13,2.723587263556745139e-14,6.713838410645782188e-16,4.171216410268017503e-18,5.916285517794841951e-21,1.731219268505405631e-24,9.484730867151185784e-29,8.901921774155303671e-34,1.322861000527668027e-39,2.906920922918767411e-46,8.909628231653543090e-54,3.624828536979423806e-62,1.877537879015897132e-71,1.195411976239989939e-81,9.083554886745074738e-93
4.491957878571774754e-86,4.507861694207299059e-75,5.278000526194213685e-65,7.413362969918169236e-56,1.291920184587665187e-47,2.909898655084948437e-40,8.901921774155303671e-34,3.927772223986427037e-28,2.687115153639192397e-23,3.106843043311067174e-19,6.713838410645782188e-16,3.039881663330726138e-13,3.264519828163955229e-11,9.430247145007800913e-10,8.224998537304773981e-09,2.369670800834342005e-08,2.369670800834342005e-08,8.224998537304773981e-09,9.430247145007935330e-10,3.264519828163956521e-11,3.039881663330726138e-13,6.713838410645924183e-16,3.106843043311067174e-19,2.687115153639191809e-23,3.927772223986427037e-28,8.901921774155303671e-34,2.909898655084948437e-40,1.291920184587665187e-47,7.413362969918169236e-56,5.278000526194663204e-65,4.507861694207300041e-75,4.491957878571774754e-86
3.511283746410273598e-80,2.710126384748385979e-69,2.381184168721467116e-59,2.442638615942818097e-50,3.018045132009055769e-42,4.668346094152067330e-35,9.484730867151185784e-29,2.687115153639191809e-23,1.143531135408800610e-18,8.013361002725427191e-15,1.034175078566743758e-11,2.807500397014430335e-09,1.865384629630454989e-07,3.565250990396149551e-06,2.289303712505535860e-05,5.598941892926371779e-05,5.598941892926371779e-05,2.289303712505536537e-05,3.565250990396149551e-06,1.865384629630454989e-07,2.807500397014430335e-09,1.034175078566761852e-11,8.013361002725428769e-15,1.143531135408800610e-18,2.687115153639191809e-23,9.484730867151588237e-29,4.668346094152067330e-35,3.018045132009055769e-42,2.442638615942818097e-50,2.381184168721467558e-59,2.710126384748385979e-69,3.511283746410273598e-80
4.507861694207299059e-75,2.712900309309541389e-64,1.811174691707520611e-54,1.371124112016694023e-45,1.209867876861768463e-37,1.288454806764539226e-30,1.731219268505405631e-24,3.106843043311068618e-19,8.013361002725428769e-15,3.264519828163898360e-11,2.369670800834308587e-08,3.565250990396149551e-06,1.335083266039600056e-04,1.532140143783925065e-03,6.666176177533315525e-03,1.318429531003039064e-02,1.318429531003039064e-02,6.666176177533315525e-03,1.532140143783939810e-03,1.335083266039600056e-04,3.565250990396149551e-06,2.369670800834342997e-08,3.264519828163897067e-11,8.013361002725428769e-15,3.106843043311067174e-19,1.731219268505405998e-24,1.288454806764576010e-30,1.209867876861768880e-37,1.371124112016694023e-45,1.811174691707520031e-54,2.712900309309541389e-64,4.507861694207299059e-75
